N,E,k
297,126,7
298,126,7
299,126,7
300,126,7
301,126,7
302,126,7
303,126,7
304,126,7
305,126,7
306,126,7
307,126,7
308,126,7
309,126,7
310,126,7
311,126,7
312,126,7
313,126,7
314,126,7
315,126,7
316,126,7
317,126,7
318,126,7
319,126,7
320,126,7
321,126,7
322,126,7
323,126,7
324,126,7
325,126,7
326,126,7
327,126,7
328,126,7
329,126,7
330,126,7
331,126,7
332,126,7
333,126,7
334,126,7
335,126,7
336,126,7
337,126,7
338,126,7
339,126,7
340,126,7
341,126,7
342,126,7
343,126,7
344,126,7
345,126,7
346,126,7
347,126,7
348,126,7
349,126,7
350,126,7
351,126,7
352,126,7
353,126,7
354,126,7
355,126,7
356,126,7
357,126,7
358,126,7
359,126,7
360,126,7
361,126,7
362,126,7
363,126,7
364,126,7
365,126,7
366,126,7
367,126,7
368,126,7
369,126,7
370,126,7
371,126,7
372,126,7
373,126,7
374,126,7
375,126,7
376,126,7
377,126,7
378,126,7
379,126,7
380,126,7
381,126,7
382,126,7
383,126,7
384,126,7
385,126,7
386,126,7
387,126,7
388,126,7
389,126,7
390,126,7
391,126,7
392,126,7
393,126,7
394,126,7
395,126,7
396,126,7
397,126,7
398,126,7
399,126,7
400,126,7
401,126,7
402,126,7
403,126,7
404,126,7
405,126,7
406,126,7
407,126,7
408,126,7
409,126,7
410,126,7
411,126,7
412,126,7
413,126,7
414,126,7
415,126,7
416,126,7
417,126,7
418,126,7
419,126,7
420,126,7
421,126,7
422,126,7
423,126,7
424,126,7
425,126,7
426,126,7
427,126,7
428,126,7
429,126,7
430,126,7
431,126,7
432,126,7
433,126,7
434,126,7
435,126,7
436,126,7
437,126,7
438,126,7
439,126,7
440,126,7
441,126,7
442,126,7
443,126,7
444,126,7
445,126,7
446,126,7
447,126,7
448,126,7
449,126,7
450,126,7
451,126,7
452,126,7
453,126,7
454,126,7
455,126,7
456,126,7
457,126,7
458,126,7
459,126,7
460,126,7
461,126,7
462,126,7
463,126,7
464,126,7
465,126,7
466,126,7
467,126,7
468,126,7
469,126,7
470,126,7
471,126,7
472,254,8
473,254,8
474,254,8
475,254,8
476,254,8
477,254,8
478,254,8
479,254,8
480,254,8
481,254,8
482,254,8
483,254,8
484,254,8
485,254,8
486,254,8
487,254,8
488,254,8
489,254,8
490,254,8
491,254,8
492,254,8
493,254,8
494,254,8
495,254,8
496,254,8
497,254,8
498,254,8
499,254,8
500,254,8
501,254,8
502,254,8
503,254,8
504,254,8
505,254,8
506,254,8
507,254,8
508,254,8
509,254,8
510,254,8
511,254,8
512,254,8
513,254,8
514,254,8
515,254,8
516,254,8
517,254,8
518,254,8
519,254,8
520,254,8
521,254,8
522,254,8
523,254,8
524,254,8
525,254,8
526,254,8
527,254,8
528,254,8
529,254,8
530,254,8
531,254,8
532,254,8
533,254,8
534,254,8
535,254,8
536,254,8
537,254,8
538,254,8
539,254,8
540,254,8
541,254,8
542,254,8
543,254,8
544,254,8
545,254,8
546,254,8
547,254,8
548,254,8
549,254,8
550,254,8
551,254,8
552,254,8
553,254,8
554,254,8
555,254,8
556,254,8
557,254,8
558,254,8
559,254,8
560,254,8
561,254,8
562,254,8
563,254,8
564,254,8
565,254,8
566,254,8
567,254,8
568,254,8
569,254,8
570,254,8
571,254,8
572,254,8
573,254,8
574,254,8
575,254,8
576,254,8
577,254,8
578,254,8
579,254,8
580,254,8
581,254,8
582,254,8
583,254,8
584,254,8
585,254,8
586,254,8
587,254,8
588,254,8
589,254,8
590,254,8
591,254,8
592,254,8
593,254,8
594,254,8
595,254,8
596,254,8
597,254,8
598,254,8
599,254,8
600,254,8
601,254,8
602,254,8
603,254,8
604,254,8
605,254,8
606,254,8
607,254,8
608,254,8
609,254,8
610,254,8
611,254,8
612,254,8
613,254,8
614,254,8
615,254,8
616,254,8
617,254,8
618,254,8
619,254,8
620,254,8
621,254,8
622,254,8
623,254,8
624,254,8
625,254,8
626,254,8
627,254,8
628,254,8
629,254,8
630,254,8
631,254,8
632,254,8
633,254,8
634,254,8
635,254,8
636,254,8
637,254,8
638,254,8
639,254,8
640,254,8
641,254,8
642,254,8
643,254,8
644,254,8
645,254,8
646,254,8
647,254,8
648,254,8
649,254,8
650,254,8
651,254,8
652,254,8
653,254,8
654,254,8
655,254,8
656,254,8
657,254,8
658,254,8
659,254,8
660,254,8
661,254,8
662,254,8
663,254,8
664,254,8
665,254,8
666,254,8
667,254,8
668,254,8
669,254,8
670,254,8
671,254,8
672,254,8
673,254,8
674,254,8
675,254,8
676,254,8
677,254,8
678,254,8
679,254,8
680,254,8
681,254,8
682,254,8
683,254,8
684,254,8
685,254,8
686,254,8
687,254,8
688,254,8
689,254,8
690,254,8
691,254,8
692,254,8
693,254,8
694,254,8
695,254,8
696,254,8
697,254,8
698,254,8
699,254,8
700,254,8
701,254,8
702,254,8
703,254,8
704,254,8
705,254,8
706,254,8
707,254,8
708,254,8
709,254,8
710,254,8
711,254,8
712,254,8
713,254,8
714,254,8
715,254,8
716,254,8
717,254,8
718,254,8
719,254,8
720,254,8
721,254,8
722,254,8
723,254,8
724,254,8
725,254,8
726,254,8
727,254,8
728,254,8
729,254,8
730,254,8
731,254,8
732,254,8
733,254,8
734,254,8
735,254,8
736,254,8
737,254,8
738,254,8
739,254,8
740,254,8
741,254,8
742,254,8
743,254,8
744,254,8
745,254,8
746,254,8
747,254,8
748,254,8
749,254,8
750,254,8
751,254,8
752,254,8
753,254,8
754,254,8
755,254,8
756,254,8
757,254,8
758,254,8
759,254,8
760,254,8
761,254,8
762,254,8
763,254,8
764,254,8
765,254,8
766,254,8
767,254,8
768,254,8
769,254,8
770,254,8
771,254,8
772,254,8
773,254,8
774,254,8
775,254,8
776,254,8
777,254,8
778,254,8
779,254,8
780,254,8
781,254,8
782,254,8
783,254,8
784,254,8
785,254,8
786,254,8
787,254,8
788,254,8
789,254,8
790,254,8
791,254,8
792,254,8
793,254,8
794,254,8
795,254,8
796,254,8
797,254,8
798,254,8
799,254,8
800,254,8
801,254,8
802,254,8
803,254,8
804,254,8
805,254,8
806,254,8
807,254,8
808,254,8
809,254,8
810,254,8
811,254,8
812,254,8
813,254,8
814,254,8
815,254,8
816,254,8
817,254,8
818,254,8
819,254,8
820,254,8
821,254,8
822,254,8
823,254,8
824,254,8
825,254,8
826,254,8
827,254,8
828,254,8
829,254,8
830,254,8
831,254,8
832,254,8
833,254,8
834,254,8
835,254,8
836,254,8
837,254,8
838,254,8
839,254,8
840,254,8
841,254,8
842,254,8
843,254,8
844,254,8
845,254,8
846,254,8
847,254,8
848,254,8
849,254,8
850,254,8
851,254,8
852,254,8
853,254,8
854,254,8
855,254,8
856,254,8
857,510,9
858,510,9
859,510,9
860,510,9
861,510,9
862,510,9
863,510,9
864,510,9
865,510,9
866,510,9
867,510,9
868,510,9
869,510,9
870,510,9
871,510,9
872,510,9
873,510,9
874,510,9
875,510,9
876,510,9
877,510,9
878,510,9
879,510,9
880,510,9
881,510,9
882,510,9
883,510,9
884,510,9
885,510,9
886,510,9
887,510,9
888,510,9
889,510,9
890,510,9
891,510,9
892,510,9
893,510,9
894,510,9
895,510,9
896,510,9
897,510,9
898,510,9
899,510,9
900,510,9
901,510,9
902,510,9
903,510,9
904,510,9
905,510,9
906,510,9
907,510,9
908,510,9
909,510,9
910,510,9
911,510,9
912,510,9
913,510,9
914,510,9
915,510,9
916,510,9
917,510,9
918,510,9
919,510,9
920,510,9
921,510,9
922,510,9
923,510,9
924,510,9
925,510,9
926,510,9
927,510,9
928,510,9
929,510,9
930,510,9
931,510,9
932,510,9
933,510,9
934,510,9
935,510,9
936,510,9
937,510,9
938,510,9
939,510,9
940,510,9
941,510,9
942,510,9
943,510,9
944,510,9
945,510,9
946,510,9
947,510,9
948,510,9
949,510,9
950,510,9
951,510,9
952,510,9
953,510,9
954,510,9
955,510,9
956,510,9
957,510,9
958,510,9
959,510,9
960,510,9
961,510,9
962,510,9
963,510,9
964,510,9
965,510,9
966,510,9
967,510,9
968,510,9
969,510,9
970,510,9
971,510,9
972,510,9
973,510,9
974,510,9
975,510,9
976,510,9
977,510,9
978,510,9
979,510,9
980,510,9
981,510,9
982,510,9
983,510,9
984,510,9
985,510,9
986,510,9
987,510,9
988,510,9
989,510,9
990,510,9
991,510,9
992,510,9
993,510,9
994,510,9
995,510,9
996,510,9
997,510,9
998,510,9
999,510,9
1000,510,9
1001,510,9
1002,510,9
1003,510,9
1004,510,9
1005,510,9
1006,510,9
1007,510,9
1008,510,9
1009,510,9
1010,510,9
1011,510,9
1012,510,9
1013,510,9
1014,510,9
1015,510,9
1016,510,9
1017,510,9
1018,510,9
1019,510,9
1020,510,9
1021,510,9
1022,510,9
1023,510,9
1024,510,9
1025,510,9
1026,510,9
1027,510,9
1028,510,9
1029,510,9
1030,510,9
1031,510,9
1032,510,9
1033,510,9
1034,510,9
1035,510,9
1036,510,9
1037,510,9
1038,510,9
1039,510,9
1040,510,9
1041,510,9
1042,510,9
1043,510,9
1044,510,9
1045,510,9
1046,510,9
1047,510,9
1048,510,9
1049,510,9
1050,510,9
1051,510,9
1052,510,9
1053,510,9
1054,510,9
1055,510,9
1056,510,9
1057,510,9
1058,510,9
1059,510,9
1060,510,9
1061,510,9
1062,510,9
1063,510,9
1064,510,9
1065,510,9
1066,510,9
1067,510,9
1068,510,9
1069,510,9
1070,510,9
1071,510,9
1072,510,9
1073,510,9
1074,510,9
1075,510,9
1076,510,9
1077,510,9
1078,510,9
1079,510,9
1080,510,9
1081,510,9
1082,510,9
1083,510,9
1084,510,9
1085,510,9
1086,510,9
1087,510,9
1088,510,9
1089,510,9
1090,510,9
1091,510,9
1092,510,9
1093,510,9
1094,510,9
1095,510,9
1096,510,9
1097,510,9
1098,510,9
1099,510,9
1100,510,9
1101,510,9
1102,510,9
1103,510,9
1104,510,9
1105,510,9
1106,510,9
1107,510,9
1108,510,9
1109,510,9
1110,510,9
1111,510,9
1112,510,9
1113,510,9
1114,510,9
1115,510,9
1116,510,9
1117,510,9
1118,510,9
1119,510,9
1120,510,9
1121,510,9
1122,510,9
1123,510,9
1124,510,9
1125,510,9
1126,510,9
1127,510,9
1128,510,9
1129,510,9
1130,510,9
1131,510,9
1132,510,9
1133,510,9
1134,510,9
1135,510,9
1136,510,9
1137,510,9
1138,510,9
1139,510,9
1140,510,9
1141,510,9
1142,510,9
1143,510,9
1144,510,9
1145,510,9
1146,510,9
1147,510,9
1148,510,9
1149,510,9
1150,510,9
1151,510,9
1152,510,9
1153,510,9
1154,510,9
1155,510,9
1156,510,9
1157,510,9
1158,510,9
1159,510,9
1160,510,9
1161,510,9
1162,510,9
1163,510,9
1164,510,9
1165,510,9
1166,510,9
1167,510,9
1168,510,9
1169,510,9
1170,510,9
1171,510,9
1172,510,9
1173,510,9
1174,510,9
1175,510,9
1176,510,9
1177,510,9
1178,510,9
1179,510,9
1180,510,9
1181,510,9
1182,510,9
1183,510,9
1184,510,9
1185,510,9
1186,510,9
1187,510,9
1188,510,9
1189,510,9
1190,510,9
1191,510,9
1192,510,9
1193,510,9
1194,510,9
1195,510,9
1196,510,9
1197,510,9
1198,510,9
1199,510,9
1200,510,9
1201,510,9
1202,510,9
1203,510,9
1204,510,9
1205,510,9
1206,510,9
1207,510,9
1208,510,9
1209,510,9
1210,510,9
1211,510,9
1212,510,9
1213,510,9
1214,510,9
1215,510,9
1216,510,9
1217,510,9
1218,510,9
1219,510,9
1220,510,9
1221,510,9
1222,510,9
1223,510,9
1224,510,9
1225,510,9
1226,510,9
1227,510,9
1228,510,9
1229,510,9
1230,510,9
1231,510,9
1232,510,9
1233,510,9
1234,510,9
1235,510,9
1236,510,9
1237,510,9
1238,510,9
1239,510,9
1240,510,9
1241,510,9
1242,510,9
1243,510,9
1244,510,9
1245,510,9
1246,510,9
1247,510,9
1248,510,9
1249,510,9
1250,510,9
1251,510,9
1252,510,9
1253,510,9
1254,510,9
1255,510,9
1256,510,9
1257,510,9
1258,510,9
1259,510,9
1260,510,9
1261,510,9
1262,510,9
1263,510,9
1264,510,9
1265,510,9
1266,510,9
1267,510,9
1268,510,9
1269,510,9
1270,510,9
1271,510,9
1272,510,9
1273,510,9
1274,510,9
1275,510,9
1276,510,9
1277,510,9
1278,510,9
1279,510,9
1280,510,9
1281,510,9
1282,510,9
1283,510,9
1284,510,9
1285,510,9
1286,510,9
1287,510,9
1288,510,9
1289,510,9
1290,510,9
1291,510,9
1292,510,9
1293,510,9
1294,510,9
1295,510,9
1296,510,9
1297,510,9
1298,510,9
1299,510,9
1300,510,9
1301,510,9
1302,510,9
1303,510,9
1304,510,9
1305,510,9
1306,510,9
1307,510,9
1308,510,9
1309,510,9
1310,510,9
1311,510,9
1312,510,9
1313,510,9
1314,510,9
1315,510,9
1316,510,9
1317,510,9
1318,510,9
1319,510,9
1320,510,9
1321,510,9
1322,510,9
1323,510,9
1324,510,9
1325,510,9
1326,510,9
1327,510,9
1328,510,9
1329,510,9
1330,510,9
1331,510,9
1332,510,9
1333,510,9
1334,510,9
1335,510,9
1336,510,9
1337,510,9
1338,510,9
1339,510,9
1340,510,9
1341,510,9
1342,510,9
1343,510,9
1344,510,9
1345,510,9
1346,510,9
1347,510,9
1348,510,9
1349,510,9
1350,510,9
1351,510,9
1352,1022,10
1353,1022,10
1354,1022,10
1355,1022,10
1356,1022,10
1357,1022,10
1358,1022,10
1359,1022,10
1360,1022,10
1361,1022,10
1362,1022,10
1363,1022,10
1364,1022,10
1365,1022,10
1366,1022,10
1367,1022,10
1368,1022,10
1369,1022,10
1370,1022,10
1371,1022,10
1372,1022,10
1373,1022,10
1374,1022,10
1375,1022,10
1376,1022,10
1377,1022,10
1378,1022,10
1379,1022,10
1380,1022,10
1381,1022,10
1382,1022,10
1383,1022,10
1384,1022,10
1385,1022,10
1386,1022,10
1387,1022,10
1388,1022,10
1389,1022,10
1390,1022,10
1391,1022,10
1392,1022,10
1393,1022,10
1394,1022,10
1395,1022,10
1396,1022,10
1397,1022,10
1398,1022,10
1399,1022,10
1400,1022,10
1401,1022,10
1402,1022,10
1403,1022,10
1404,1022,10
1405,1022,10
1406,1022,10
1407,1022,10
1408,1022,10
1409,1022,10
1410,1022,10
1411,1022,10
1412,1022,10
1413,1022,10
1414,1022,10
1415,1022,10
1416,1022,10
1417,1022,10
1418,1022,10
1419,1022,10
1420,1022,10
1421,1022,10
1422,1022,10
1423,1022,10
1424,1022,10
1425,1022,10
1426,1022,10
1427,1022,10
1428,1022,10
1429,1022,10
1430,1022,10
1431,1022,10
1432,1022,10
1433,1022,10
1434,1022,10
1435,1022,10
1436,1022,10
1437,1022,10
1438,1022,10
1439,1022,10
1440,1022,10
1441,1022,10
1442,1022,10
1443,1022,10
1444,1022,10
1445,1022,10
1446,1022,10
1447,1022,10
1448,1022,10
1449,1022,10
1450,1022,10
1451,1022,10
1452,1022,10
1453,1022,10
1454,1022,10
1455,1022,10
1456,1022,10
1457,1022,10
1458,1022,10
1459,1022,10
1460,1022,10
1461,1022,10
1462,1022,10
1463,1022,10
1464,1022,10
1465,1022,10
1466,1022,10
1467,1022,10
1468,1022,10
1469,1022,10
1470,1022,10
1471,1022,10
1472,1022,10
1473,1022,10
1474,1022,10
1475,1022,10
1476,1022,10
1477,1022,10
1478,1022,10
1479,1022,10
1480,1022,10
1481,1022,10
1482,1022,10
1483,1022,10
1484,1022,10
1485,1022,10
1486,1022,10
1487,1022,10
1488,1022,10
1489,1022,10
1490,1022,10
1491,1022,10
1492,1022,10
1493,1022,10
1494,1022,10
1495,1022,10
1496,1022,10
1497,1022,10
1498,1022,10
1499,1022,10
1500,1022,10
1501,1022,10
1502,1022,10
1503,1022,10
1504,1022,10
1505,1022,10
1506,1022,10
1507,1022,10
1508,1022,10
1509,1022,10
1510,1022,10
1511,1022,10
1512,1022,10
1513,1022,10
1514,1022,10
1515,1022,10
1516,1022,10
1517,1022,10
1518,1022,10
1519,1022,10
1520,1022,10
1521,1022,10
1522,1022,10
1523,1022,10
1524,1022,10
1525,1022,10
1526,1022,10
1527,1022,10
1528,1022,10
1529,1022,10
1530,1022,10
1531,1022,10
1532,1022,10
1533,1022,10
1534,1022,10
1535,1022,10
1536,1022,10
1537,1022,10
1538,1022,10
1539,1022,10
1540,1022,10
1541,1022,10
1542,1022,10
1543,1022,10
1544,1022,10
1545,1022,10
1546,1022,10
1547,1022,10
1548,1022,10
1549,1022,10
1550,1022,10
1551,1022,10
1552,1022,10
1553,1022,10
1554,1022,10
1555,1022,10
1556,1022,10
1557,1022,10
1558,1022,10
1559,1022,10
1560,1022,10
1561,1022,10
1562,1022,10
1563,1022,10
1564,1022,10
1565,1022,10
1566,1022,10
1567,1022,10
1568,1022,10
1569,1022,10
1570,1022,10
1571,1022,10
1572,1022,10
1573,1022,10
1574,1022,10
1575,1022,10
1576,1022,10
1577,1022,10
1578,1022,10
1579,1022,10
1580,1022,10
1581,1022,10
1582,1022,10
1583,1022,10
1584,1022,10
1585,1022,10
1586,1022,10
1587,1022,10
1588,1022,10
1589,1022,10
1590,1022,10
1591,1022,10
1592,1022,10
1593,1022,10
1594,1022,10
1595,1022,10
1596,1022,10
1597,1022,10
1598,1022,10
1599,1022,10
1600,1022,10
1601,1022,10
1602,1022,10
1603,1022,10
1604,1022,10
1605,1022,10
1606,1022,10
1607,1022,10
1608,1022,10
1609,1022,10
1610,1022,10
1611,1022,10
1612,1022,10
1613,1022,10
1614,1022,10
1615,1022,10
1616,1022,10
1617,1022,10
1618,1022,10
1619,1022,10
1620,1022,10
1621,1022,10
1622,1022,10
1623,1022,10
1624,1022,10
1625,1022,10
1626,1022,10
1627,1022,10
1628,1022,10
1629,1022,10
1630,1022,10
1631,1022,10
1632,1022,10
1633,1022,10
1634,1022,10
1635,1022,10
1636,1022,10
1637,1022,10
1638,1022,10
1639,1022,10
1640,1022,10
1641,1022,10
1642,1022,10
1643,1022,10
1644,1022,10
1645,1022,10
1646,1022,10
1647,1022,10
1648,1022,10
1649,1022,10
1650,1022,10
1651,1022,10
1652,1022,10
1653,1022,10
1654,1022,10
1655,1022,10
1656,1022,10
1657,1022,10
1658,1022,10
1659,1022,10
1660,1022,10
1661,1022,10
1662,1022,10
1663,1022,10
1664,1022,10
1665,1022,10
1666,1022,10
1667,1022,10
1668,1022,10
1669,1022,10
1670,1022,10
1671,1022,10
1672,1022,10
1673,1022,10
1674,1022,10
1675,1022,10
1676,1022,10
1677,1022,10
1678,1022,10
1679,1022,10
1680,1022,10
1681,1022,10
1682,1022,10
1683,1022,10
1684,1022,10
1685,1022,10
1686,1022,10
1687,1022,10
1688,1022,10
1689,1022,10
1690,1022,10
1691,1022,10
1692,1022,10
1693,1022,10
1694,1022,10
1695,1022,10
1696,1022,10
1697,1022,10
1698,1022,10
1699,1022,10
1700,1022,10
1701,1022,10
1702,1022,10
1703,1022,10
1704,1022,10
1705,1022,10
1706,1022,10
1707,1022,10
1708,1022,10
1709,1022,10
1710,1022,10
1711,1022,10
1712,1022,10
1713,1022,10
1714,1022,10
1715,1022,10
1716,1022,10
1717,1022,10
1718,1022,10
1719,1022,10
1720,1022,10
1721,1022,10
1722,1022,10
1723,1022,10
1724,1022,10
1725,1022,10
1726,1022,10
1727,1022,10
1728,1022,10
1729,1022,10
1730,1022,10
1731,1022,10
1732,1022,10
1733,1022,10
1734,1022,10
1735,1022,10
1736,1022,10
1737,1022,10
1738,1022,10
1739,1022,10
1740,1022,10
1741,1022,10
1742,1022,10
1743,1022,10
1744,1022,10
1745,1022,10
1746,1022,10
1747,1022,10
1748,1022,10
1749,1022,10
1750,1022,10
1751,1022,10
1752,1022,10
1753,1022,10
1754,1022,10
1755,1022,10
1756,1022,10
1757,1022,10
1758,1022,10
1759,1022,10
1760,1022,10
1761,1022,10
1762,1022,10
1763,1022,10
1764,1022,10
1765,1022,10
1766,1022,10
1767,1022,10
1768,1022,10
1769,1022,10
1770,1022,10
1771,1022,10
1772,1022,10
1773,1022,10
1774,1022,10
1775,1022,10
1776,1022,10
1777,1022,10
1778,1022,10
1779,1022,10
1780,1022,10
1781,1022,10
1782,1022,10
1783,1022,10
1784,1022,10
1785,1022,10
1786,1022,10
1787,1022,10
1788,1022,10
1789,1022,10
1790,1022,10
1791,1022,10
1792,1022,10
1793,1022,10
1794,1022,10
1795,1022,10
1796,1022,10
1797,1022,10
1798,1022,10
1799,1022,10
1800,1022,10
1801,1022,10
1802,1022,10
1803,1022,10
1804,1022,10
1805,1022,10
1806,1022,10
1807,1022,10
1808,1022,10
1809,1022,10
1810,1022,10
1811,1022,10
1812,1022,10
1813,1022,10
1814,1022,10
1815,1022,10
1816,1022,10
1817,1022,10
1818,1022,10
1819,1022,10
1820,1022,10
1821,1022,10
1822,1022,10
1823,1022,10
1824,1022,10
1825,1022,10
1826,1022,10
1827,1022,10
1828,1022,10
1829,1022,10
1830,1022,10
1831,1022,10
1832,1022,10
1833,1022,10
1834,1022,10
1835,1022,10
1836,1022,10
1837,1022,10
1838,1022,10
1839,1022,10
1840,1022,10
1841,1022,10
1842,1022,10
1843,1022,10
1844,1022,10
1845,1022,10
1846,1022,10
1847,1022,10
1848,1022,10
1849,1022,10
1850,1022,10
1851,1022,10
1852,1022,10
1853,1022,10
1854,1022,10
1855,1022,10
1856,1022,10
1857,1022,10
1858,1022,10
1859,1022,10
1860,1022,10
1861,1022,10
1862,1022,10
1863,1022,10
1864,1022,10
1865,1022,10
1866,1022,10
1867,1022,10
1868,1022,10
1869,1022,10
1870,1022,10
1871,1022,10
1872,1022,10
1873,1022,10
1874,1022,10
1875,1022,10
1876,1022,10
1877,1022,10
1878,1022,10
1879,1022,10
1880,1022,10
1881,1022,10
1882,1022,10
1883,1022,10
1884,1022,10
1885,1022,10
1886,1022,10
1887,1022,10
1888,1022,10
1889,1022,10
1890,1022,10
1891,1022,10
1892,1022,10
1893,1022,10
1894,1022,10
1895,1022,10
1896,1022,10
1897,1022,10
1898,1022,10
1899,1022,10
1900,1022,10
1901,1022,10
1902,1022,10
1903,1022,10
1904,1022,10
1905,1022,10
1906,1022,10
1907,1022,10
1908,1022,10
1909,1022,10
1910,1022,10
1911,1022,10
1912,1022,10
1913,1022,10
1914,1022,10
1915,1022,10
1916,1022,10
1917,1022,10
1918,1022,10
1919,1022,10
1920,1022,10
1921,1022,10
1922,1022,10
1923,1022,10
1924,1022,10
1925,1022,10
1926,1022,10
1927,1022,10
1928,1022,10
1929,1022,10
1930,1022,10
1931,1022,10
1932,1022,10
1933,1022,10
1934,1022,10
1935,1022,10
1936,1022,10
1937,1022,10
1938,1022,10
1939,1022,10
1940,1022,10
1941,1022,10
1942,1022,10
1943,1022,10
1944,1022,10
1945,1022,10
1946,1022,10
1947,1022,10
1948,1022,10
1949,1022,10
1950,1022,10
1951,1022,10
1952,1022,10
1953,1022,10
1954,1022,10
1955,1022,10
1956,1022,10
1957,2046,11
1958,2046,11
1959,2046,11
1960,2046,11
1961,2046,11
1962,2046,11
1963,2046,11
1964,2046,11
1965,2046,11
1966,2046,11
1967,2046,11
1968,2046,11
1969,2046,11
1970,2046,11
1971,2046,11
1972,2046,11
1973,2046,11
1974,2046,11
1975,2046,11
1976,2046,11
1977,2046,11
1978,2046,11
1979,2046,11
1980,2046,11
1981,2046,11
1982,2046,11
1983,2046,11
1984,2046,11
1985,2046,11
1986,2046,11
1987,2046,11
1988,2046,11
1989,2046,11
1990,2046,11
1991,2046,11
1992,2046,11
1993,2046,11
1994,2046,11
1995,2046,11
1996,2046,11
1997,2046,11
1998,2046,11
1999,2046,11
2000,2046,11
2001,2046,11
2002,2046,11
2003,2046,11
2004,2046,11
2005,2046,11
2006,2046,11
2007,2046,11
2008,2046,11
2009,2046,11
2010,2046,11
2011,2046,11
2012,2046,11
2013,2046,11
2014,2046,11
2015,2046,11
2016,2046,11
2017,2046,11
2018,2046,11
2019,2046,11
2020,2046,11
2021,2046,11
2022,2046,11
2023,2046,11
2024,2046,11
2025,2046,11
2026,2046,11
2027,2046,11
2028,2046,11
2029,2046,11
2030,2046,11
2031,2046,11
2032,2046,11
2033,2046,11
2034,2046,11
2035,2046,11
2036,2046,11
2037,2046,11
2038,2046,11
2039,2046,11
2040,2046,11
2041,2046,11
2042,2046,11
